Strain : Axial Gauge Length (Strain Source),2,in,
Strain : Time at Removal (Strain Source),,ms,
,,,
Time,Extension,Load,Strain 1
(sec),(in),(lbf),(%)
195.6,0.326,"9,501.90",-1.30861
195.70002,0.32617,"9,499.20",-1.30907
195.8,0.32633,"9,496.68",-1.29176
195.90002,0.3265,"9,493.40",-1.30751
196.00002,0.32666,"9,491.12",-1.30662
196.1,0.32683,"9,488.97",-1.30024
196.20002,0.327,"9,486.96",-1.29795
196.3,0.32717,"9,484.94",-1.3097
196.40002,0.32733,"9,481.09",-1.30147
196.50002,0.3275,"9,478.42",-1.2994
196.6,0.32766,"9,475.78",-1.3045
196.70002,0.32783,"9,473.52",-1.30464
196.8,0.328,"9,472.37",-1.30108
196.90002,0.32817,"9,468.70",-1.29958
197.00002,0.32833,"9,466.07",-1.30983
197.1,0.3285,"9,463.18",-1.29853
197.20002,0.32866,"9,460.51",-1.30101
197.3,0.32883,"9,459.66",-1.3083
197.40002,0.329,"9,456.44",-1.29883
197.50002,0.32917,"9,453.92",-1.3014
197.6,0.32933,"9,450.65",-1.30861
197.70002,0.32949,"9,447.56",-1.29803
197.8,0.32966,"9,446.16",-1.30245
197.90002,0.32983,"9,443.57",-1.30701
198.00002,0.33,"9,441.46",-1.29834
198.1,0.33016,"9,438.27",-1.3061
198.20002,0.33033,"9,435.40",-1.30233
198.3,0.33049,"9,433.29",-1.30303
198.40002,0.33066,"9,430.61",-1.30293
198.50002,0.33084,"9,429.17",-1.30037
198.6,0.331,"9,425.81",-1.30756
198.70002,0.33117,"9,422.50",-1.30054
198.8,0.33133,"9,420.45",-1.30188
198.90002,0.3315,"9,417.55",-1.30556
199.00002,0.33167,"9,415.72",-1.30194
199.1,0.33183,"9,412.86",-1.30284
199.20002,0.332,"9,410.13",-1.30379
199.3,0.33216,"9,407.50",-1.30223
199.40002,0.33233,"9,404.64",-1.30424
199.50002,0.3325,"9,403.08",-1.3029
199.6,0.33266,"9,400.02",-1.3026
199.70002,0.33283,"9,397.71",-1.30481
199.8,0.333,"9,394.74",-1.30182
199.90002,0.33316,"9,391.38",-1.30245
200.00002,0.33333,"9,389.53",-1.30555
200.1,0.3335,"9,386.95",-1.30165
200.20002,0.33367,"9,384.70",-1.30256
200.3,0.33383,"9,381.49",-1.30435
200.40002,0.33399,"9,378.39",-1.30247
200.50002,0.33416,"9,376.33",-1.30243
200.6,0.33433,"9,372.90",-1.30345
200.70002,0.3345,"9,371.71",-1.30254
200.8,0.33467,"9,368.69",-1.30248
200.90002,0.33483,"9,365.27",-1.30463
201.00002,0.335,"9,363.25",-1.30307
201.1,0.33516,"9,359.62",-1.30458
201.20002,0.33533,"9,357.98",-1.30503
201.3,0.3355,"9,355.63",-1.29975
201.40002,0.33567,"9,352.52",-1.30562
201.50002,0.33583,"9,349.54",-1.30238
201.6,0.33599,"9,345.94",-1.30374
201.70002,0.33617,"9,344.22",-1.30158
201.8,0.33633,"9,341.57",-1.30107
201.90002,0.3365,"9,339.21",-1.30699
202.00002,0.33667,"9,336.70",-1.30293
202.1,0.33683,"9,333.33",-1.30116
202.20002,0.337,"9,331.29",-1.30375
202.3,0.33716,"9,327.96",-1.30508
202.40002,0.33734,"9,325.78",-1.30211
202.50002,0.3375,"9,323.33",-1.30525
202.6,0.33766,"9,319.85",-1.30131
202.70002,0.33783,"9,317.66",-1.30453
202.8,0.338,"9,314.16",-1.30495
202.90002,0.33817,"9,311.25",-1.2986
203.00002,0.33834,"9,309.53",-1.30627
203.1,0.3385,"9,306.26",-1.30408
203.20002,0.33867,"9,303.83",-1.29995
203.3,0.33883,"9,300.67",-1.30331
203.40002,0.339,"9,298.40",-1.30617
203.50002,0.33917,"9,296.10",-1.30175
203.6,0.33933,"9,293.27",-1.30039
203.70002,0.3395,"9,290.94",-1.30798
203.8,0.33966,"9,286.76",-1.30127
203.90002,0.33983,"9,284.44",-1.30193
204.00002,0.34,"9,281.55",-1.30635
204.1,0.34017,"9,279.13",-1.3017
204.20002,0.34033,"9,276.71",-1.30297
204.3,0.3405,"9,273.40",-1.30506
204.40002,0.34067,"9,270.91",-1.30198
204.50002,0.34083,"9,268.27",-1.30182
204.6,0.341,"9,265.85",-1.30632
204.70002,0.34117,"9,263.59",-1.3012
204.8,0.34133,"9,260.10",-1.30283
204.90002,0.3415,"9,257.44",-1.30662
205.00002,0.34166,"9,254.05",-1.30127
205.1,0.34183,"9,251.21",-1.30179
205.20002,0.342,"9,249.21",-1.30815
205.3,0.34217,"9,245.79",-1.30098
205.40002,0.34233,"9,243.17",-1.30198
205.50002,0.34249,"9,239.29",-1.30593
205.6,0.34266,"9,236.76",-1.30236
205.70002,0.34283,"9,235.09",-1.30347
205.8,0.343,"9,231.60",-1.30414
205.90002,0.34317,"9,229.95",-1.30402
206.00002,0.34333,"9,226.48",-1.30114
206.1,0.3435,"9,222.74",-1.30556
206.20002,0.34366,"9,220.93",-1.30351
206.3,0.34383,"9,217.97",-1.30295
206.40002,0.344,"9,216.02",-1.30329
206.50002,0.34417,"9,212.55",-1.30468
206.6,0.34433,"9,209.25",-1.30266
206.70002,0.3445,"9,206.66",-1.30225
206.8,0.34466,"9,203.16",-1.30726
206.90002,0.34483,"9,201.42",-1.29927
207.00002,0.345,"9,197.95",-1.30532
207.1,0.34517,"9,194.81",-1.30331
207.20002,0.34533,"9,192.26",-1.30444
207.3,0.3455,"9,188.95",-1.30254
207.40002,0.34567,"9,186.87",-1.30386
207.50002,0.34584,"9,184.00",-1.30491
207.6,0.346,"9,181.26",-1.3028
207.70002,0.34616,"9,177.74",-1.30251
207.8,0.34633,"9,174.67",-1.30508
207.90002,0.3465,"9,172.29",-1.30516
208.00002,0.34666,"9,169.35",-1.3004
208.1,0.34684,"9,166.94",-1.3057
208.20002,0.347,"9,163.62",-1.30466
208.3,0.34716,"9,160.06",-1.3013
208.40002,0.34733,"9,158.16",-1.30414
208.50002,0.3475,"9,154.84",-1.30679
208.6,0.34767,"9,152.64",-1.29886
208.70002,0.34783,"9,149.52",-1.30557
208.8,0.348,"9,146.09",-1.30732
208.90002,0.34817,"9,143.70",-1.29853
209.00002,0.34833,"9,140.06",-1.30612
209.1,0.3485,"9,138.10",-1.30565
209.20002,0.34866,"9,135.18",-1.30222
209.3,0.34883,"9,131.99",-1.30377
209.40002,0.349,"9,128.82",-1.30557
209.50002,0.34916,"9,125.78",-1.30229
209.6,0.34933,"9,123.59",-1.30195
209.70002,0.3495,"9,120.72",-1.30855
209.8,0.34967,"9,117.99",-1.2998
209.90002,0.34983,"9,114.80",-1.30358
210.00002,0.35,"9,111.21",-1.30561
210.1,0.35016,"9,108.93",-1.3021
210.20002,0.35033,"9,105.32",-1.30422
210.3,0.3505,"9,102.63",-1.30465
210.40002,0.35067,"9,099.82",-1.30077
210.50002,0.35083,"9,096.29",-1.30614
210.6,0.351,"9,093.83",-1.30405
210.70002,0.35116,"9,089.87",-1.30017
210.8,0.35133,"9,087.85",-1.30885
210.90002,0.3515,"9,085.65",-1.30179
211.00002,0.35167,"9,082.22",-1.30199
211.1,0.35183,"9,079.74",-1.30559
211.20002,0.352,"9,075.79",-1.3057
211.3,0.35216,"9,073.02",-1.30113
211.40002,0.35233,"9,070.71",-1.30376
211.50002,0.3525,"9,067.81",-1.30475
211.6,0.35267,"9,064.60",-1.30319
211.70002,0.35283,"9,060.73",-1.30202
211.8,0.353,"9,058.03",-1.30522
211.90002,0.35316,"9,054.58",-1.30389
212.00002,0.35333,"9,051.73",-1.30262
212.1,0.3535,"9,049.71",-1.30401
212.20002,0.35366,"9,045.52",-1.30489
212.3,0.35383,"9,043.28",-1.30262
212.40002,0.35399,"9,039.75",-1.30507
212.50002,0.35416,"9,037.16",-1.3036
212.6,0.35433,"9,034.81",-1.3042
212.70002,0.3545,"9,031.48",-1.30438
212.8,0.35467,"9,028.72",-1.30273
212.90002,0.35483,"9,025.21",-1.30617
213.00002,0.355,"9,021.87",-1.30224
213.1,0.35517,"9,019.17",-1.30139
213.20002,0.35533,"9,016.16",-1.31031
213.3,0.3555,"9,013.22",-1.29966
213.40002,0.35566,"9,009.66",-1.30068
213.50002,0.35583,"9,006.22",-1.31064
213.6,0.356,"9,003.99",-1.29789
213.70002,0.35616,"9,001.06",-1.3033
213.8,0.35634,"8,998.59",-1.30784
213.90002,0.3565,"8,994.56",-1.30359
214.00002,0.35667,"8,991.43",-1.30128
214.1,0.35683,"8,988.73",-1.30675
214.20002,0.357,"8,985.56",-1.3039
214.3,0.35717,"8,983.66",-1.30293
214.40002,0.35733,"8,979.33",-1.30484
214.50002,0.3575,"8,976.27",-1.30325
214.6,0.35766,"8,973.12",-1.30382
214.70002,0.35783,"8,969.90",-1.30451
214.8,0.358,"8,967.97",-1.30331
214.90002,0.35817,"8,964.52",-1.30342
215.00002,0.35834,"8,961.16",-1.30268
215.1,0.35849,"8,957.57",-1.30524
215.20002,0.35866,"8,954.19",-1.30566
215.3,0.35883,"8,952.25",-1.30099
215.40002,0.359,"8,949.40",-1.30364
215.50002,0.35917,"8,946.27",-1.30931
215.6,0.35933,"8,942.27",-1.30024
215.70002,0.35949,"8,938.38",-1.30262
215.8,0.35966,"8,936.30",-1.30821
215.90002,0.35983,"8,933.32",-1.30372
216.00002,0.36,"8,931.01",-1.30051
216.1,0.36017,"8,927.23",-1.3079
216.20002,0.36033,"8,923.12",-1.30321
216.3,0.3605,"8,920.48",-1.30079
216.40002,0.36066,"8,916.99",-1.30621
216.50002,0.36083,"8,915.16",-1.30537
216.6,0.361,"8,911.64",-1.30084
216.70002,0.36117,"8,908.25",-1.30439
216.8,0.36133,"8,904.68",-1.3064
216.90002,0.3615,"8,901.22",-1.3018
217.00002,0.36167,"8,899.00",-1.30386
217.1,0.36183,"8,895.45",-1.30421
217.20002,0.362,"8,892.73",-1.30808
217.3,0.36216,"8,889.15",-1.30202
217.40002,0.36233,"8,885.52",-1.30073
217.50002,0.3625,"8,883.59",-1.30707
217.6,0.36266,"8,879.90",-1.30359
217.70002,0.36284,"8,877.04",-1.29986
217.8,0.363,"8,873.86",-1.30926
217.90002,0.36316,"8,869.68",-1.30534
218.00002,0.36333,"8,867.31",-1.29805
218.1,0.3635,"8,863.28",-1.30756
218.20002,0.36367,"8,860.83",-1.3082
218.3,0.36383,"8,857.79",-1.3015
218.40002,0.364,"8,854.37",-1.30138
218.50002,0.36417,"8,851.77",-1.30747
218.6,0.36433,"8,847.83",-1.30216
218.70002,0.3645,"8,845.26",-1.30496
218.8,0.36467,"8,842.57",-1.3033
218.90002,0.36484,"8,838.99",-1.3026
219.00002,0.365,"8,835.43",-1.30684
219.1,0.36516,"8,831.33",-1.30252
219.20002,0.36533,"8,829.10",-1.30394
219.3,0.3655,"8,825.94",-1.3049
219.40002,0.36567,"8,822.84",-1.30448
219.50002,0.36583,"8,819.78",-1.30363
219.6,0.366,"8,815.26",-1.3035
219.70002,0.36616,"8,812.50",-1.30452
219.8,0.36633,"8,809.24",-1.30554
219.90002,0.3665,"8,806.80",-1.30218
220.00002,0.36667,"8,804.15",-1.30752
220.1,0.36683,"8,800.37",-1.30327
220.20002,0.367,"8,797.36",-1.30161
220.3,0.36716,"8,793.29",-1.3055
220.40002,0.36733,"8,790.10",-1.30701
220.50002,0.3675,"8,787.83",-1.3
220.6,0.36767,"8,784.28",-1.30649
220.70002,0.36783,"8,780.72",-1.30447
220.8,0.368,"8,776.96",-1.30322
220.90002,0.36817,"8,773.63",-1.30555
221.00002,0.36833,"8,770.70",-1.30266
221.1,0.3685,"8,767.42",-1.30401
221.20002,0.36867,"8,764.61",-1.30575
221.3,0.36883,"8,760.72",-1.3044
221.40002,0.369,"8,757.86",-1.30213
221.50002,0.36916,"8,754.61",-1.30627
221.6,0.36933,"8,751.48",-1.30385
221.70002,0.3695,"8,748.80",-1.3015
221.8,0.36966,"8,744.57",-1.30718
221.90002,0.36983,"8,741.63",-1.30422
222.00002,0.37,"8,737.98",-1.30032
222.1,0.37016,"8,734.25",-1.30943
222.20002,0.37033,"8,732.34",-1.30067
222.3,0.3705,"8,728.02",-1.30284
222.40002,0.37067,"8,724.74",-1.31135
222.50002,0.37083,"8,721.57",-1.30041
222.6,0.371,"8,717.66",-1.29968
222.70002,0.37117,"8,715.55",-1.3125
222.8,0.37134,"8,711.84",-1.30219
222.90002,0.3715,"8,708.43",-1.29819
223.00002,0.37166,"8,704.97",-1.31238
223.1,0.37183,"8,701.14",-1.30273
223.20002,0.372,"8,698.72",-1.30006
223.3,0.37217,"8,695.35",-1.30759
223.40002,0.37234,"8,692.25",-1.30387
223.50002,0.3725,"8,687.95",-1.29977
223.6,0.37266,"8,684.14",-1.30837
223.70002,0.37283,"8,681.67",-1.30591
223.8,0.37299,"8,677.96",-1.30104
223.90002,0.37317,"8,675.90",-1.30475
224.00002,0.37333,"8,672.01",-1.30778
224.1,0.3735,"8,668.21",-1.30206
224.20002,0.37366,"8,665.05",-1.30219
224.3,0.37383,"8,661.36",-1.30665
224.40002,0.374,"8,659.44",-1.30615
224.50002,0.37417,"8,655.54",-1.30156
224.6,0.37434,"8,651.64",-1.30298
224.70002,0.3745,"8,648.00",-1.3048
224.8,0.37466,"8,644.15",-1.3059
224.90002,0.37483,"8,641.39",-1.30323
225.00002,0.375,"8,638.31",-1.30596
225.1,0.37517,"8,634.93",-1.30173
225.20002,0.37533,"8,631.22",-1.30351
225.30002,0.37549,"8,627.39",-1.30762
225.40002,0.37566,"8,624.77",-1.30613
225.50002,0.37583,"8,621.09",-1.29836
225.6,0.376,"8,618.67",-1.3089
225.70002,0.37617,"8,614.95",-1.30562
225.80002,0.37633,"8,611.01",-1.30256
225.90002,0.3765,"8,608.05",-1.30569
226.00002,0.37666,"8,603.94",-1.30487
226.1,0.37683,"8,601.06",-1.30367
226.20002,0.377,"8,597.30",-1.30466
226.30002,0.37717,"8,593.31",-1.30342
226.40002,0.37733,"8,590.42",-1.30709
226.50002,0.3775,"8,586.38",-1.30052
226.6,0.37767,"8,583.68",-1.30703
226.70002,0.37783,"8,580.36",-1.30346
226.80002,0.378,"8,576.67",-1.30469
226.90002,0.37817,"8,573.28",-1.30448
227.00002,0.37833,"8,569.34",-1.30544
227.1,0.3785,"8,566.72",-1.30394
227.20002,0.37866,"8,563.15",-1.30561
227.30002,0.37883,"8,559.89",-1.30122
227.40002,0.379,"8,556.22",-1.30642
227.50002,0.37916,"8,551.96",-1.30475
227.6,0.37933,"8,549.08",-1.3019
227.70002,0.37949,"8,545.10",-1.30716
227.80002,0.37967,"8,542.33",-1.30211
227.90002,0.37984,"8,539.39",-1.30454
228.00002,0.38,"8,535.04",-1.30521
228.1,0.38016,"8,531.85",-1.30387
228.20002,0.38033,"8,527.59",-1.30546
228.30002,0.3805,"8,524.43",-1.30596
228.40002,0.38067,"8,521.69",-1.30191
228.50002,0.38084,"8,517.68",-1.30486
228.6,0.381,"8,514.36",-1.30633
228.70002,0.38116,"8,509.98",-1.30286
228.80002,0.38133,"8,506.28",-1.3044
228.90002,0.3815,"8,503.59",-1.30674
229.00002,0.38166,"8,500.08",-1.30245
229.1,0.38184,"8,497.12",-1.30183
229.20002,0.382,"8,492.86",-1.31122
229.30002,0.38217,"8,489.70",-1.30018
229.40002,0.38233,"8,485.91",-1.30299
229.50002,0.3825,"8,482.89",-1.3092
229.6,0.38267,"8,480.12",-1.30371
229.70002,0.38283,"8,475.22",-1.29978
229.80002,0.383,"8,472.08",-1.31085
229.90002,0.38316,"8,467.99",-1.3071
230.00002,0.38333,"8,464.44",-1.29454
230.1,0.3835,"8,461.64",-1.30689
230.20002,0.38367,"8,457.69",-1.30811
230.30002,0.38383,"8,454.13",-1.30088
230.40002,0.384,"8,450.25",-1.30138
230.50002,0.38416,"8,446.43",-1.30602
230.6,0.38433,"8,443.37",-1.30769
230.70002,0.3845,"8,439.68",-1.30284
230.80002,0.38467,"8,436.33",-1.3021
230.90002,0.38483,"8,431.96",-1.30923
231.00002,0.385,"8,428.22",-1.30464
231.1,0.38516,"8,425.74",-1.30387
231.20002,0.38533,"8,421.99",-1.30434
231.30002,0.3855,"8,419.05",-1.30683
231.40002,0.38567,"8,414.38",-1.30365
231.50002,0.38583,"8,410.15",-1.30356
231.6,0.386,"8,406.96",-1.30864
231.70002,0.38616,"8,403.29",-1.30256
231.80002,0.38634,"8,400.60",-1.30061
231.90002,0.3865,"8,396.58",-1.30572
232.00002,0.38667,"8,392.46",-1.30934
232.1,0.38683,"8,388.62",-1.30135
232.20002,0.387,"8,385.13",-1.30525
232.30002,0.38717,"8,382.69",-1.30903
232.40002,0.38733,"8,378.56",-1.30152
232.50002,0.3875,"8,375.05",-1.3
232.6,0.38766,"8,370.55",-1.31041
232.70002,0.38783,"8,366.16",-1.30616
232.80002,0.388,"8,364.16",-1.29624
232.90002,0.38816,"8,359.55",-1.30763
233.00002,0.38834,"8,356.74",-1.31075
233.1,0.3885,"8,352.83",-1.29848
233.20002,0.38866,"8,348.32",-1.30012
233.30002,0.38883,"8,345.65",-1.31147
233.40002,0.389,"8,341.66",-1.30429
233.50002,0.38917,"8,338.75",-1.29894
233.6,0.38933,"8,334.79",-1.30934
233.70002,0.3895,"8,330.43",-1.30382
233.80002,0.38967,"8,326.84",-1.30298
233.90002,0.38983,"8,322.86",-1.30568
234.00002,0.39,"8,319.44",-1.30771
234.1,0.39017,"8,316.00",-1.30107
234.20002,0.39033,"8,311.92",-1.30862
234.30002,0.3905,"8,308.20",-1.30334
234.40002,0.39066,"8,304.00",-1.30425
234.50002,0.39083,"8,301.29",-1.30435
234.6,0.391,"8,297.69",-1.30524
234.70002,0.39117,"8,293.88",-1.30638
234.80002,0.39133,"8,290.20",-1.30126
234.90002,0.3915,"8,285.66",-1.30953
235.00002,0.39167,"8,282.77",-1.30169
235.1,0.39183,"8,278.61",-1.30418
235.20002,0.392,"8,275.13",-1.30358
235.30002,0.39217,"8,271.26",-1.30972
235.40002,0.39233,"8,266.82",-1.30096
235.50002,0.3925,"8,263.64",-1.3049
235.6,0.39266,"8,259.53",-1.30746
235.70002,0.39283,"8,256.47",-1.30219
235.80002,0.393,"8,253.13",-1.30525
235.90002,0.39317,"8,248.78",-1.30443
236.00002,0.39333,"8,245.04",-1.3048
236.1,0.3935,"8,240.57",-1.30472
236.20002,0.39367,"8,237.15",-1.30599
236.30002,0.39383,"8,234.01",-1.30215
236.40002,0.394,"8,229.61",-1.30677
236.50002,0.39417,"8,226.06",-1.30364
236.6,0.39433,"8,221.44",-1.30386
236.70002,0.3945,"8,217.97",-1.30492
236.80002,0.39466,"8,214.25",-1.30615
236.90002,0.39483,"8,210.60",-1.303
237.00002,0.395,"8,207.10",-1.3062
237.1,0.39516,"8,202.14",-1.30504
237.20002,0.39533,"8,199.24",-1.3043
237.30002,0.3955,"8,195.42",-1.30486
237.40002,0.39567,"8,192.21",-1.30583
237.50002,0.39583,"8,188.79",-1.30481
237.6,0.396,"8,183.70",-1.30449
237.70002,0.39617,"8,180.17",-1.30366
237.80002,0.39633,"8,175.46",-1.30616
237.90002,0.3965,"8,171.62",-1.30334
238.00002,0.39667,"8,169.17",-1.30583
238.1,0.39683,"8,164.61",-1.3038
238.20002,0.397,"8,160.92",-1.30519
238.30002,0.39716,"8,156.51",-1.3043
238.40002,0.39733,"8,151.93",-1.30402
238.50002,0.3975,"8,149.36",-1.30619
238.6,0.39767,"8,145.28",-1.30517
238.70002,0.39784,"8,141.53",-1.30335
238.80002,0.398,"8,136.68",-1.30708
238.90002,0.39817,"8,132.40",-1.30543
239.00002,0.39833,"8,129.04",-1.30253
239.1,0.3985,"8,125.39",-1.30736
239.20002,0.39867,"8,122.25",-1.30426
239.30002,0.39883,"8,117.60",-1.30276
239.40002,0.399,"8,113.61",-1.3062
239.50002,0.39916,"8,109.98",-1.30266
239.6,0.39933,"8,106.07",-1.30528
239.70002,0.3995,"8,103.46",-1.30504
239.80002,0.39967,"8,098.76",-1.30293
239.90002,0.39983,"8,094.47",-1.30573
240.00002,0.4,"8,090.27",-1.30478
240.1,0.40016,"8,085.48",-1.30522
240.20002,0.40033,"8,082.73",-1.30554
240.30002,0.4005,"8,078.19",-1.30485
240.40002,0.40067,"8,074.15",-1.30495
240.50002,0.40083,"8,070.02",-1.30475
240.6,0.40099,"8,065.87",-1.30602
240.70002,0.40116,"8,062.73",-1.30318
240.80002,0.40133,"8,058.62",-1.3055
240.90002,0.4015,"8,055.00",-1.30654
241.00002,0.40166,"8,050.24",-1.30109
241.1,0.40183,"8,046.04",-1.30792
241.20002,0.402,"8,042.61",-1.30692
241.30002,0.40216,"8,038.44",-1.30023
241.40002,0.40234,"8,034.97",-1.3076
241.50002,0.4025,"8,030.34",-1.30658
241.6,0.40267,"8,025.22",-1.30284
241.70002,0.40283,"8,021.91",-1.3044
241.80002,0.403,"8,017.46",-1.30581
241.90002,0.40317,"8,014.86",-1.30558
242.00002,0.40333,"8,010.54",-1.30176
242.1,0.4035,"8,005.79",-1.30793
242.20002,0.40367,"8,001.71",-1.30381
242.30002,0.40383,"7,996.73",-1.30418
242.40002,0.404,"7,993.55",-1.30559
242.50002,0.40417,"7,989.73",-1.30472
242.6,0.40434,"7,985.92",-1.30384
242.70002,0.4045,"7,981.44",-1.30715
242.80002,0.40466,"7,977.21",-1.30385
242.90002,0.40483,"7,973.55",-1.30603
243.00002,0.405,"7,968.72",-1.30399
243.1,0.40517,"7,965.28",-1.30501
243.20002,0.40534,"7,960.94",-1.30491
243.30002,0.4055,"7,956.49",-1.30493
243.40002,0.40566,"7,952.93",-1.3056
243.50002,0.40583,"7,947.49",-1.30349
243.6,0.406,"7,944.17",-1.30543
243.70002,0.40617,"7,940.40",-1.30579
243.80002,0.40633,"7,935.66",-1.30282
243.90002,0.4065,"7,932.03",-1.30698
244.00002,0.40666,"7,927.46",-1.30453
244.1,0.40683,"7,923.62",-1.30388
244.20002,0.407,"7,919.91",-1.30685
244.30002,0.40717,"7,915.30",-1.30405
244.40002,0.40733,"7,911.19",-1.30469
244.50002,0.40749,"7,906.23",-1.3088
244.6,0.40767,"7,902.22",-1.3021
244.70002,0.40783,"7,898.26",-1.30456
244.80002,0.408,"7,894.18",-1.30737
244.90002,0.40817,"7,890.16",-1.30223
245.00002,0.40833,"7,885.09",-1.30571
245.1,0.4085,"7,881.61",-1.30373
245.20002,0.40866,"7,877.17",-1.30607
245.30002,0.40883,"7,873.42",-1.30285
245.40002,0.409,"7,869.82",-1.3063
245.50002,0.40916,"7,864.42",-1.30412
245.6,0.40933,"7,860.27",-1.30503
245.70002,0.40949,"7,855.51",-1.30559
245.80002,0.40966,"7,851.82",-1.30578
245.90002,0.40983,"7,848.39",-1.30541
246.00002,0.41,"7,843.78",-1.30324
246.1,0.41017,"7,839.61",-1.30884
246.20002,0.41033,"7,834.01",-1.30398
246.30002,0.4105,"7,830.02",-1.30404
246.40002,0.41067,"7,826.52",-1.30763
246.50002,0.41083,"7,822.02",-1.30309
246.6,0.411,"7,818.22",-1.30373
246.70002,0.41116,"7,812.84",-1.30532
246.80002,0.41133,"7,808.18",-1.30643
246.90002,0.4115,"7,804.47",-1.30277
247.00002,0.41166,"7,800.13",-1.30652
247.1,0.41183,"7,796.40",-1.30379
247.20002,0.412,"7,791.21",-1.30516
247.30002,0.41217,"7,786.99",-1.30769
247.40002,0.41233,"7,782.82",-1.30266
247.50002,0.4125,"7,778.33",-1.30612
247.6,0.41267,"7,774.67",-1.30564
247.70002,0.41283,"7,769.95",-1.30734
247.80002,0.413,"7,765.57",-1.30262
247.90002,0.41316,"7,760.35",-1.30458
248.00002,0.41333,"7,755.85",-1.30702
248.1,0.4135,"7,752.38",-1.30333
248.20002,0.41367,"7,747.65",-1.30282
248.30002,0.41384,"7,743.68",-1.30798
248.40002,0.414,"7,738.49",-1.30329
248.50002,0.41416,"7,733.69",-1.30323
248.6,0.41433,"7,730.32",-1.30765
248.70002,0.4145,"7,725.56",-1.30512
248.80002,0.41467,"7,721.55",-1.30346
248.90002,0.41483,"7,716.34",-1.30676
249.00002,0.415,"7,711.03",-1.30733
249.1,0.41516,"7,707.36",-1.30265
249.20002,0.41533,"7,702.79",-1.30511
249.30002,0.4155,"7,699.28",-1.30874
249.40002,0.41567,"7,694.08",-1.30187
249.50002,0.41583,"7,689.05",-1.30462
249.6,0.416,"7,685.04",-1.30813
249.70002,0.41616,"7,680.03",-1.30174
249.80002,0.41633,"7,676.97",-1.30467
249.90002,0.4165,"7,672.27",-1.3066
250.00002,0.41667,"7,667.07",-1.30451
250.1,0.41683,"7,662.16",-1.30538
250.20002,0.41699,"7,657.16",-1.30588
250.30002,0.41717,"7,653.92",-1.30237
250.40002,0.41733,"7,649.35",-1.30838
250.50002,0.4175,"7,644.80",-1.30491
250.6,0.41767,"7,639.57",-1.30201
250.70002,0.41783,"7,634.36",-1.30856
250.80002,0.41799,"7,630.03",-1.30489
250.90002,0.41816,"7,625.25",-1.30413
251.00002,0.41834,"7,621.19",-1.30569
251.1,0.4185,"7,616.55",-1.30485
251.20002,0.41867,"7,611.41",-1.30433
251.30002,0.41883,"7,607.09",-1.30731
251.40002,0.41899,"7,601.75",-1.30222
251.50002,0.41917,"7,598.32",-1.30647
251.6,0.41933,"7,593.75",-1.30491
251.70002,0.4195,"7,588.25",-1.30368
251.80002,0.41967,"7,583.45",-1.30561
251.90002,0.41983,"7,577.97",-1.30755
252.00002,0.42,"7,573.62",-1.30354
252.1,0.42016,"7,569.10",-1.3045
252.20002,0.42033,"7,564.70",-1.30783
252.30002,0.4205,"7,559.70",-1.3031
252.40002,0.42066,"7,554.41",-1.30504
252.50002,0.42083,"7,550.49",-1.30713
252.6,0.421,"7,545.57",-1.30552
252.70002,0.42117,"7,541.08",-1.30405
252.80002,0.42133,"7,536.04",-1.30594
252.90002,0.4215,"7,530.60",-1.30377
253.00002,0.42167,"7,525.92",-1.30782
253.1,0.42183,"7,520.46",-1.30317
253.20002,0.422,"7,516.11",-1.3057
253.30002,0.42217,"7,511.60",-1.30499
253.40002,0.42233,"7,506.04",-1.30544
253.50002,0.4225,"7,501.69",-1.30489
253.6,0.42266,"7,495.88",-1.30424
253.70002,0.42283,"7,491.55",-1.30695
253.80002,0.423,"7,487.48",-1.303
253.90002,0.42317,"7,482.00",-1.30357
254.00002,0.42334,"7,477.21",-1.31113
254.1,0.4235,"7,471.22",-1.29972
254.20002,0.42367,"7,466.42",-1.30386
254.30002,0.42383,"7,461.99",-1.31073
254.40002,0.424,"7,456.94",-1.30337
254.50002,0.42417,"7,452.09",-1.3037
254.6,0.42433,"7,445.96",-1.30609
254.70002,0.4245,"7,440.80",-1.30591
254.80002,0.42466,"7,435.65",-1.30422
254.90002,0.42483,"7,430.72",-1.30591
255.00002,0.425,"7,426.54",-1.30601
255.1,0.42517,"7,420.29",-1.30481
255.20002,0.42533,"7,415.31",-1.30555
255.30002,0.4255,"7,409.47",-1.30841
255.40002,0.42566,"7,403.89",-1.30298
255.50002,0.42584,"7,399.60",-1.30361
255.6,0.426,"7,393.00",-1.30712
255.70002,0.42617,"7,387.19",-1.30611
255.80002,0.42633,"7,380.47",-1.30299
255.90002,0.4265,"7,374.36",-1.30577
256,0.42666,"7,368.86",-1.30672
256.1,0.42683,"7,361.18",-1.30556
256.13602,0.42689,"7,285.74",-1.30475
256.138,0.4269,"7,145.97",-1.30486
256.14002,0.42691,"6,910.89",-1.30483
256.142,0.42693,"6,601.52",-1.30451
256.14402,0.42694,"6,247.27",-1.30414
256.14603,0.42695,"5,865.91",-1.30454
256.14802,0.42697,"5,466.24",-1.30673
256.15003,0.42698,"5,054.73",-1.31112
256.15202,0.427,"4,636.87",-1.31707
256.15402,0.42702,"4,217.97",-1.32309
